다행히 푹 자고 일어나서 기대돼...,0
유난히 약속이 취소돼서 괴로워 ㅠㅠ,1
완전 길을 잃어서 서운해 ㅎㅎ,0
무척 사람이 너무 많아서 어이없어 ㅠㅠ,1
완전 중요한 파일을 날려서 괴로워...,0
유난히 상사에게 혼나서 우울해.,1
무척 시험을 망쳐서 답답해 ㅠㅠ,1
정말 늦잠을 자서 실망스러워 ㅎㅎ,1
괜히 비가 계속 와서 답답해 ㅠㅠ,1
확실히 물건을 잃어버려서 피곤해 ㅠㅠ,0
역시 늦잠을 자서 피곤해...,0
상당히 친구를 만나서 뿌듯해!,1
상당히 길을 잃어서 짜증 나 ㅠㅠ,0
괜히 산책을 해서 기분이 좋아...,0
그냥 배가 아파서 막막해 ㅎㅎ,1
너무 푹 자고 일어나서 최고야!!,1
엄청 상사에게 혼나서 막막해 ㅠㅠ,1
그냥 몸이 안 좋아서 힘들어!!,1
다행히 돈을 낭비해서 지쳐 ^ ^,1
다행히 비가 계속 와서 힘들어!!,1
그냥 잠을 못 자서 막막해.,0
확실히 잠을 못 자서 짜증 나!,1
정말 차가 막혀서 심심해.,1
오늘따라 약속이 취소돼서 귀찮아 ^ ^,1
꽤 돈을 낭비해서 괴로워.,0
확실히 비가 계속 와서 지쳐.,1
그냥 도움을 받아서 기대돼 ㅠㅠ,0
정말 차가 막혀서 어이없어 ㅠㅠ,1
엄청 친구랑 싸워서 우울해.,0
유난히 좋은 소식을 들어서 웃음이 나.,0
갑자기 약속이 취소돼서 슬퍼...,0
완전 할 일을 다 끝내서 상쾌해 ㅠㅠ,1
엄청 산책을 해서 힘이 나 ^ ^,1
엄청 비가 계속 와서 서운해!!,0
참 좋은 소식을 들어서 신이 나 ㅎㅎ,1
유난히 계획이 틀어져서 슬퍼 ^ ^,0
다행히 가족과 시간을 보내서 기분이 좋아.,1
괜히 새로운 것을 배워서 기대돼 ^ ^,0
정말 날씨가 맑아서 상쾌해 ㅎㅎ,1
되게 시험을 잘 봐서 사랑스러워 ^ ^,1
참 물건이 고장나서 무기력해 ㅎㅎ,1
꽤 약속이 취소돼서 지쳐.,0
갑자기 나쁜 소식을 들어서 괴로워 ^ ^,0
확실히 물건이 고장나서 걱정돼.,1
유난히 친구를 만나서 즐거워 ^ ^,1
너무 친구랑 싸워서 피곤해 ^ ^,1
너무 물건을 잃어버려서 피곤해 ㅎㅎ,0
무척 시험을 망쳐서 괴로워 ㅠㅠ,0
되게 잠을 못 자서 무기력해 ^ ^,0
왠지 계획이 틀어져서 서운해...,0
정말 물건이 고장나서 걱정돼 ㅠㅠ,0
그냥 시험을 망쳐서 짜증 나 ^ ^,0
완전 산책을 해서 마음이 편해...,0
완전 사람이 너무 많아서 짜증 나!,1
되게 상사에게 혼나서 슬퍼 ㅠㅠ,1
확실히 좋은 소식을 들어서 활기차.,0
왠지 좋은 소식을 들어서 상쾌해...,0
무척 시험을 잘 봐서 감동적이야...,0
갑자기 계획이 틀어져서 귀찮아.,1
되게 날씨가 맑아서 신이 나!!,0
괜히 칭찬을 들어서 설레 ㅎㅎ,1
유난히 차가 막혀서 막막해.,1
유난히 산책을 해서 만족스러워.,0
다행히 시험을 잘 봐서 최고야 ^ ^,1
너무 몸이 안 좋아서 어이없어 ㅠㅠ,0
